data,tipo,local,detalhes
2026-02-25,Tráfico de Entorpecentes,"Rua Marechal Deodoro, 835 - Vila Itapura",Inquérito Policial nº 228: Apreensão de substâncias análogas à cocaína. Aguardando perícia técnica.
2026-02-22,Roubo,"Avenida Albino José Barbosa de Oliveira, 2659 - Barão Geraldo",Auto de constatação 323: Roubo de carga em via arterial. Encaminhado ao DP central.
2026-02-13,Estelionato,"Avenida Andrade Neves, 1058 - Castelo",Relatório de diligência 573: Venda de terreno inexistente. Aguardando perícia técnica.
2026-02-05,Furto,"Avenida Albino José Barbosa de Oliveira, 2936 - Barão Geraldo",Relatório de diligência 628: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-18,Estelionato,"Avenida Anchieta, 239 - Centro",Inquérito Policial nº 791: Uso de documento falso para saque bancário. Investigação em curso.
2026-02-03,Homicídio,"Rua Paula Bueno, 931 - Taquaral",Inquérito Policial nº 806: Vítima encontrada sem sinais vitais. Suspeito foragido.
2026-02-23,Estelionato,"Rua Marechal Deodoro, 383 - Vila Itapura",Relatório de diligência 101: Uso de documento falso para saque bancário. Suspeito foragido.
2026-02-02,Estelionato,"Avenida Albino José Barbosa de Oliveira, 2609 - Barão Geraldo",Auto de constatação 405: Uso de documento falso para saque bancário. Encaminhado ao DP central.
2026-02-06,Homicídio,"Avenida Anchieta, 592 - Centro",Auto de constatação 507: Confronto entre grupos rivais. Aguardando perícia técnica.
2026-02-23,Furto,"Rua Doutor Delfino Cintra, 790 - Vila Itapura",Ocorrência registrada via COPOM 445: Furto de fiação elétrica noturno. Aguardando perícia técnica.
2026-02-24,Tráfico de Entorpecentes,"Rua Coronel Quirino, 1145 - Cambuí",Relatório de diligência 720: Indivíduo detido em flagrante com entorpecentes. Investigação em curso.
2026-02-13,Roubo,"Avenida Andrade Neves, 757 - Castelo",Ocorrência registrada via COPOM 280: Vítima abordada por dois elementos em motocicleta. Suspeito foragido.
2026-02-07,Estelionato,"Avenida Francisco Glicério, 285 - Centro",Ocorrência registrada via COPOM 813: Venda de terreno inexistente. Investigação em curso.
2026-02-22,Estelionato,"Avenida Heitor Penteado, 951 - Taquaral",Inquérito Policial nº 101: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-01,Tráfico de Entorpecentes,"Rua Sampaio Ferraz, 225 - Cambuí",Relatório de diligência 233: Indivíduo detido em flagrante com entorpecentes. Investigação em curso.
2026-02-16,Furto,"Rua Paula Bueno, 206 - Taquaral",Auto de constatação 959: Furto de fiação elétrica noturno. Encaminhado ao DP central.
2026-02-15,Tráfico de Entorpecentes,"Avenida Andrade Neves, 926 - Castelo",Inquérito Policial nº 137: Apreensão de substâncias análogas à cocaína. Aguardando perícia técnica.
2026-02-10,Homicídio,"Rua Sampaio Ferraz, 310 - Cambuí",Inquérito Policial nº 370: Crime passional com arma branca. Encaminhado ao DP central.
2026-02-14,Estelionato,"Avenida Francisco Glicério, 2497 - Centro",Relatório de diligência 284: Venda de terreno inexistente. Investigação em curso.
2026-02-01,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 2350 - Barão Geraldo",Inquérito Policial nº 988: Localização de depósito de drogas após denúncia. Encaminhado ao DP central.
2026-02-27,Furto,"Avenida Albino José Barbosa de Oliveira, 346 - Barão Geraldo",Ocorrência registrada via COPOM 307: Furto de fiação elétrica noturno. Suspeito foragido.
2026-02-16,Roubo,"Avenida Brasil, 398 - Guanabara",Ocorrência registrada via COPOM 727: Roubo de carga em via arterial. Suspeito foragido.
2026-02-04,Estelionato,"Rua Marechal Deodoro, 1070 - Vila Itapura",Relatório de diligência 192: Venda de terreno inexistente. Investigação em curso.
2026-02-18,Furto,"Avenida Albino José Barbosa de Oliveira, 1547 - Barão Geraldo",Inquérito Policial nº 451: Objeto subtraído de interior de veículo. Encaminhado ao DP central.
2026-02-27,Furto,"Avenida Brasil, 1470 - Guanabara",Inquérito Policial nº 779: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-27,Roubo,"Rua Marechal Deodoro, 1577 - Vila Itapura",Relatório de diligência 944: Subtração de veículo mediante ameaça. Aguardando perícia técnica.
2026-02-02,Furto,"Rua Maria Monteiro, 1402 - Cambuí",Inquérito Policial nº 592: Objeto subtraído de interior de veículo. Suspeito foragido.
2026-02-09,Estelionato,"Avenida Alberto Sarmento, 69 - Castelo",Relatório de diligência 154: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-25,Homicídio,"Avenida Brasil, 2124 - Guanabara",Auto de constatação 373: Vítima encontrada sem sinais vitais. Suspeito foragido.
2026-02-23,Roubo,"Avenida Albino José Barbosa de Oliveira, 1909 - Barão Geraldo",Ocorrência registrada via COPOM 442: Assalto a estabelecimento comercial. Suspeito foragido.
2026-02-15,Estelionato,"Rua Paula Bueno, 685 - Taquaral",Relatório de diligência 642: Fraude em ambiente digital reportada. Encaminhado ao DP central.
2026-02-18,Tráfico de Entorpecentes,"Rua Paula Bueno, 168 - Taquaral",Inquérito Policial nº 776: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-19,Furto,"Avenida Heitor Penteado, 715 - Taquaral",Inquérito Policial nº 982: Objeto subtraído de interior de veículo. Aguardando perícia técnica.
2026-02-26,Estelionato,"Avenida Francisco Glicério, 2323 - Centro",Auto de constatação 591: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-06,Estelionato,"Avenida Andrade Neves, 735 - Castelo",Ocorrência registrada via COPOM 937: Uso de documento falso para saque bancário. Aguardando perícia técnica.
2026-02-25,Furto,"Rua Maria Monteiro, 290 - Cambuí",Ocorrência registrada via COPOM 616: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-06,Furto,"Avenida Albino José Barbosa de Oliveira, 3466 - Barão Geraldo",Auto de constatação 685: Subtração de pertences em residência sem arrombamento. Suspeito foragido.
2026-02-27,Homicídio,"Avenida Alberto Sarmento, 291 - Castelo",Inquérito Policial nº 495: Disparos de arma de fogo em via pública. Investigação em curso.
2026-02-09,Estelionato,"Avenida Andrade Neves, 2630 - Castelo",Ocorrência registrada via COPOM 335: Golpe do falso bilhete premiado. Encaminhado ao DP central.
2026-02-21,Roubo,"Rua Sampaio Ferraz, 560 - Cambuí",Ocorrência registrada via COPOM 458: Roubo de carga em via arterial. Aguardando perícia técnica.
2026-02-22,Roubo,"Avenida Albino José Barbosa de Oliveira, 541 - Barão Geraldo",Ocorrência registrada via COPOM 998: Roubo de carga em via arterial. Suspeito foragido.
2026-02-20,Estelionato,"Rua Marechal Deodoro, 1376 - Vila Itapura",Ocorrência registrada via COPOM 408: Venda de terreno inexistente. Aguardando perícia técnica.
2026-02-22,Roubo,"Avenida Alberto Sarmento, 898 - Castelo",Auto de constatação 935: Roubo de carga em via arterial. Encaminhado ao DP central.
2026-02-14,Homicídio,"Rua Paula Bueno, 459 - Taquaral",Relatório de diligência 824: Confronto entre grupos rivais. Investigação em curso.
2026-02-15,Roubo,"Avenida Heitor Penteado, 1389 - Taquaral",Auto de constatação 384: Subtração de veículo mediante ameaça. Aguardando perícia técnica.
2026-02-27,Homicídio,"Avenida Andrade Neves, 1471 - Castelo",Auto de constatação 913: Crime passional com arma branca. Investigação em curso.
2026-02-23,Roubo,"Avenida Alberto Sarmento, 521 - Castelo",Ocorrência registrada via COPOM 544: Assalto a estabelecimento comercial. Investigação em curso.
2026-02-21,Homicídio,"Avenida Francisco Glicério, 1913 - Centro",Ocorrência registrada via COPOM 301: Vítima encontrada sem sinais vitais. Aguardando perícia técnica.
2026-02-23,Furto,"Avenida Francisco Glicério, 579 - Centro",Relatório de diligência 262: Furto de fiação elétrica noturno. Investigação em curso.
2026-02-07,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 2347 - Taquaral",Relatório de diligência 301: Apreensão de substâncias análogas à cocaína. Encaminhado ao DP central.
2026-02-26,Tráfico de Entorpecentes,"Avenida Alberto Sarmento, 128 - Castelo",Relatório de diligência 164: Apreensão de substâncias análogas à cocaína. Aguardando perícia técnica.
2026-02-27,Homicídio,"Avenida Albino José Barbosa de Oliveira, 2511 - Barão Geraldo",Auto de constatação 512: Confronto entre grupos rivais. Aguardando perícia técnica.
2026-02-26,Homicídio,"Rua Paula Bueno, 124 - Taquaral",Inquérito Policial nº 563: Vítima encontrada sem sinais vitais. Encaminhado ao DP central.
2026-02-10,Roubo,"Rua Marechal Deodoro, 298 - Vila Itapura",Ocorrência registrada via COPOM 603: Subtração de veículo mediante ameaça. Suspeito foragido.
2026-02-11,Tráfico de Entorpecentes,"Avenida Francisco Glicério, 1894 - Centro",Ocorrência registrada via COPOM 671: Localização de depósito de drogas após denúncia. Suspeito foragido.
2026-02-18,Estelionato,"Avenida Albino José Barbosa de Oliveira, 478 - Barão Geraldo",Auto de constatação 420: Golpe do falso bilhete premiado. Aguardando perícia técnica.
2026-02-10,Tráfico de Entorpecentes,"Avenida Anchieta, 995 - Centro",Inquérito Policial nº 362: Indivíduo detido em flagrante com entorpecentes. Investigação em curso.
2026-02-27,Furto,"Rua Doutor Delfino Cintra, 140 - Vila Itapura",Ocorrência registrada via COPOM 237: Subtração de pertences em residência sem arrombamento. Investigação em curso.
2026-02-26,Furto,"Rua Doutor Delfino Cintra, 112 - Vila Itapura",Inquérito Policial nº 657: Furto de fiação elétrica noturno. Suspeito foragido.
2026-02-09,Estelionato,"Avenida Andrade Neves, 590 - Castelo",Relatório de diligência 876: Venda de terreno inexistente. Suspeito foragido.
2026-02-16,Roubo,"Avenida Albino José Barbosa de Oliveira, 498 - Barão Geraldo",Ocorrência registrada via COPOM 391: Subtração de veículo mediante ameaça. Aguardando perícia técnica.
2026-02-04,Homicídio,"Avenida Francisco Glicério, 534 - Centro",Relatório de diligência 997: Disparos de arma de fogo em via pública. Suspeito foragido.
2026-02-11,Estelionato,"Avenida Francisco Glicério, 2465 - Centro",Ocorrência registrada via COPOM 662: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-10,Furto,"Rua Doutor Delfino Cintra, 217 - Vila Itapura",Inquérito Policial nº 476: Furto de fiação elétrica noturno. Encaminhado ao DP central.
2026-02-19,Furto,"Rua Sampaio Ferraz, 214 - Cambuí",Inquérito Policial nº 743: Furto de bicicleta em via pública. Aguardando perícia técnica.
2026-02-23,Roubo,"Avenida Heitor Penteado, 99 - Taquaral",Relatório de diligência 567: Assalto a estabelecimento comercial. Investigação em curso.
2026-02-08,Estelionato,"Avenida Anchieta, 199 - Centro",Inquérito Policial nº 199: Golpe do falso bilhete premiado. Encaminhado ao DP central.
2026-02-18,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 734 - Taquaral",Ocorrência registrada via COPOM 554: Indivíduo detido em flagrante com entorpecentes. Investigação em curso.
2026-02-04,Roubo,"Avenida Alberto Sarmento, 1160 - Castelo",Inquérito Policial nº 974: Assalto a estabelecimento comercial. Investigação em curso.
2026-02-27,Homicídio,"Avenida Andrade Neves, 338 - Castelo",Auto de constatação 612: Disparos de arma de fogo em via pública. Encaminhado ao DP central.
2026-02-21,Tráfico de Entorpecentes,"Rua Marechal Deodoro, 622 - Vila Itapura",Inquérito Policial nº 954: Venda de entorpecentes em praça pública. Aguardando perícia técnica.
2026-02-28,Furto,"Avenida Heitor Penteado, 2717 - Taquaral",Relatório de diligência 896: Furto de bicicleta em via pública. Encaminhado ao DP central.
2026-02-05,Homicídio,"Avenida Brasil, 814 - Guanabara",Auto de constatação 866: Crime passional com arma branca. Encaminhado ao DP central.
2026-02-13,Homicídio,"Rua Marechal Deodoro, 474 - Vila Itapura",Inquérito Policial nº 864: Vítima encontrada sem sinais vitais. Encaminhado ao DP central.
2026-02-11,Estelionato,"Avenida Albino José Barbosa de Oliveira, 1852 - Barão Geraldo",Auto de constatação 254: Venda de terreno inexistente. Aguardando perícia técnica.
2026-02-22,Homicídio,"Avenida Albino José Barbosa de Oliveira, 314 - Barão Geraldo",Relatório de diligência 772: Confronto entre grupos rivais. Suspeito foragido.
2026-02-08,Homicídio,"Avenida Brasil, 1782 - Guanabara",Inquérito Policial nº 344: Vítima encontrada sem sinais vitais. Aguardando perícia técnica.
2026-02-02,Tráfico de Entorpecentes,"Rua Marechal Deodoro, 1105 - Vila Itapura",Ocorrência registrada via COPOM 498: Apreensão de substâncias análogas à cocaína. Encaminhado ao DP central.
2026-02-01,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 2297 - Taquaral",Inquérito Policial nº 781: Localização de depósito de drogas após denúncia. Aguardando perícia técnica.
2026-02-23,Tráfico de Entorpecentes,"Rua Marechal Deodoro, 476 - Vila Itapura",Relatório de diligência 179: Venda de entorpecentes em praça pública. Suspeito foragido.
2026-02-05,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 2349 - Taquaral",Relatório de diligência 869: Venda de entorpecentes em praça pública. Suspeito foragido.
2026-02-03,Tráfico de Entorpecentes,"Rua Paula Bueno, 807 - Taquaral",Relatório de diligência 435: Localização de depósito de drogas após denúncia. Aguardando perícia técnica.
2026-02-25,Tráfico de Entorpecentes,"Rua Maria Monteiro, 1095 - Cambuí",Relatório de diligência 857: Apreensão de substâncias análogas à cocaína. Encaminhado ao DP central.
2026-02-09,Roubo,"Avenida Brasil, 283 - Guanabara",Inquérito Policial nº 809: Vítima abordada por dois elementos em motocicleta. Aguardando perícia técnica.
2026-02-05,Furto,"Rua Doutor Delfino Cintra, 110 - Vila Itapura",Relatório de diligência 771: Furto de fiação elétrica noturno. Encaminhado ao DP central.
2026-02-24,Homicídio,"Avenida Albino José Barbosa de Oliveira, 3450 - Barão Geraldo",Auto de constatação 779: Crime passional com arma branca. Encaminhado ao DP central.
2026-02-17,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 711 - Vila Itapura",Inquérito Policial nº 664: Apreensão de substâncias análogas à cocaína. Encaminhado ao DP central.
2026-02-23,Furto,"Avenida Heitor Penteado, 2057 - Taquaral",Auto de constatação 901: Furto de bicicleta em via pública. Investigação em curso.
2026-02-26,Furto,"Rua Marechal Deodoro, 186 - Vila Itapura",Auto de constatação 125: Subtração de pertences em residência sem arrombamento. Encaminhado ao DP central.
2026-02-02,Roubo,"Avenida Brasil, 136 - Guanabara",Auto de constatação 136: Vítima abordada por dois elementos em motocicleta. Aguardando perícia técnica.
2026-02-02,Furto,"Rua Sampaio Ferraz, 281 - Cambuí",Auto de constatação 703: Objeto subtraído de interior de veículo. Suspeito foragido.
2026-02-01,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 528 - Barão Geraldo",Inquérito Policial nº 807: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-25,Furto,"Rua Barão de Itapura, 2364 - Guanabara",Auto de constatação 950: Objeto subtraído de interior de veículo. Suspeito foragido.
2026-02-18,Homicídio,"Rua Maria Monteiro, 1334 - Cambuí",Ocorrência registrada via COPOM 855: Disparos de arma de fogo em via pública. Investigação em curso.
2026-02-03,Roubo,"Rua Barão de Itapura, 1195 - Guanabara",Inquérito Policial nº 621: Subtração de veículo mediante ameaça. Suspeito foragido.
2026-02-10,Estelionato,"Avenida Albino José Barbosa de Oliveira, 1561 - Barão Geraldo",Auto de constatação 891: Fraude em ambiente digital reportada. Encaminhado ao DP central.
2026-02-17,Roubo,"Avenida Alberto Sarmento, 714 - Castelo",Ocorrência registrada via COPOM 148: Assalto a estabelecimento comercial. Investigação em curso.
2026-02-23,Homicídio,"Rua Paula Bueno, 200 - Taquaral",Relatório de diligência 534: Disparos de arma de fogo em via pública. Investigação em curso.
2026-02-11,Estelionato,"Avenida Albino José Barbosa de Oliveira, 915 - Barão Geraldo",Ocorrência registrada via COPOM 500: Fraude em ambiente digital reportada. Suspeito foragido.
2026-02-17,Furto,"Rua Marechal Deodoro, 105 - Vila Itapura",Auto de constatação 277: Objeto subtraído de interior de veículo. Suspeito foragido.
2026-02-07,Furto,"Avenida Francisco Glicério, 1125 - Centro",Ocorrência registrada via COPOM 145: Objeto subtraído de interior de veículo. Encaminhado ao DP central.
2026-02-18,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 892 - Vila Itapura",Relatório de diligência 870: Venda de entorpecentes em praça pública. Suspeito foragido.
2026-02-07,Roubo,"Rua Barão de Itapura, 2731 - Guanabara",Auto de constatação 999: Vítima abordada por dois elementos em motocicleta. Suspeito foragido.
2026-02-19,Homicídio,"Avenida Andrade Neves, 142 - Castelo",Inquérito Policial nº 295: Confronto entre grupos rivais. Encaminhado ao DP central.
2026-02-19,Tráfico de Entorpecentes,"Rua Paula Bueno, 442 - Taquaral",Ocorrência registrada via COPOM 453: Apreensão de substâncias análogas à cocaína. Investigação em curso.
2026-02-21,Homicídio,"Avenida Francisco Glicério, 1991 - Centro",Auto de constatação 252: Vítima encontrada sem sinais vitais. Suspeito foragido.
2026-02-03,Estelionato,"Rua Marechal Deodoro, 357 - Vila Itapura",Inquérito Policial nº 353: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-20,Estelionato,"Avenida Heitor Penteado, 879 - Taquaral",Relatório de diligência 505: Venda de terreno inexistente. Encaminhado ao DP central.
2026-02-15,Estelionato,"Avenida Albino José Barbosa de Oliveira, 3264 - Barão Geraldo",Ocorrência registrada via COPOM 576: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-28,Roubo,"Avenida Heitor Penteado, 1048 - Taquaral",Inquérito Policial nº 564: Subtração de veículo mediante ameaça. Encaminhado ao DP central.
2026-02-18,Tráfico de Entorpecentes,"Avenida Brasil, 272 - Guanabara",Inquérito Policial nº 851: Venda de entorpecentes em praça pública. Investigação em curso.
2026-02-19,Homicídio,"Rua Coronel Quirino, 900 - Cambuí",Auto de constatação 719: Vítima encontrada sem sinais vitais. Aguardando perícia técnica.
2026-02-06,Furto,"Rua Paula Bueno, 1182 - Taquaral",Auto de constatação 891: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-15,Homicídio,"Avenida Albino José Barbosa de Oliveira, 1985 - Barão Geraldo",Inquérito Policial nº 140: Vítima encontrada sem sinais vitais. Investigação em curso.
2026-02-23,Furto,"Rua Paula Bueno, 145 - Taquaral",Inquérito Policial nº 688: Subtração de pertences em residência sem arrombamento. Encaminhado ao DP central.
2026-02-01,Tráfico de Entorpecentes,"Rua Paula Bueno, 267 - Taquaral",Ocorrência registrada via COPOM 636: Indivíduo detido em flagrante com entorpecentes. Encaminhado ao DP central.
2026-02-08,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 3276 - Barão Geraldo",Relatório de diligência 128: Indivíduo detido em flagrante com entorpecentes. Aguardando perícia técnica.
2026-02-20,Roubo,"Rua Paula Bueno, 961 - Taquaral",Relatório de diligência 648: Subtração de veículo mediante ameaça. Aguardando perícia técnica.
2026-02-19,Homicídio,"Rua Maria Monteiro, 564 - Cambuí",Inquérito Policial nº 969: Disparos de arma de fogo em via pública. Suspeito foragido.
2026-02-22,Estelionato,"Rua Maria Monteiro, 106 - Cambuí",Relatório de diligência 297: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-02,Furto,"Avenida Francisco Glicério, 2242 - Centro",Ocorrência registrada via COPOM 666: Furto de bicicleta em via pública. Encaminhado ao DP central.
2026-02-10,Estelionato,"Rua Barão de Itapura, 663 - Guanabara",Ocorrência registrada via COPOM 192: Venda de terreno inexistente. Investigação em curso.
2026-02-14,Homicídio,"Rua Paula Bueno, 341 - Taquaral",Auto de constatação 687: Confronto entre grupos rivais. Encaminhado ao DP central.
2026-02-07,Roubo,"Avenida Albino José Barbosa de Oliveira, 71 - Barão Geraldo",Ocorrência registrada via COPOM 344: Subtração de veículo mediante ameaça. Suspeito foragido.
2026-02-14,Furto,"Avenida Heitor Penteado, 2537 - Taquaral",Inquérito Policial nº 527: Subtração de pertences em residência sem arrombamento. Suspeito foragido.
2026-02-09,Estelionato,"Avenida Albino José Barbosa de Oliveira, 3136 - Barão Geraldo",Relatório de diligência 947: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-05,Furto,"Avenida Andrade Neves, 1579 - Castelo",Inquérito Policial nº 686: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-11,Homicídio,"Avenida Alberto Sarmento, 825 - Castelo",Auto de constatação 627: Disparos de arma de fogo em via pública. Suspeito foragido.
2026-02-18,Furto,"Avenida Andrade Neves, 1073 - Castelo",Ocorrência registrada via COPOM 509: Furto de bicicleta em via pública. Suspeito foragido.
2026-02-27,Tráfico de Entorpecentes,"Avenida Alberto Sarmento, 621 - Castelo",Inquérito Policial nº 203: Indivíduo detido em flagrante com entorpecentes. Suspeito foragido.
2026-02-13,Tráfico de Entorpecentes,"Avenida Andrade Neves, 1029 - Castelo",Inquérito Policial nº 865: Indivíduo detido em flagrante com entorpecentes. Aguardando perícia técnica.
2026-02-26,Tráfico de Entorpecentes,"Rua Maria Monteiro, 266 - Cambuí",Ocorrência registrada via COPOM 175: Indivíduo detido em flagrante com entorpecentes. Encaminhado ao DP central.
2026-02-10,Tráfico de Entorpecentes,"Avenida Andrade Neves, 1284 - Castelo",Ocorrência registrada via COPOM 764: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-22,Roubo,"Avenida Alberto Sarmento, 675 - Castelo",Ocorrência registrada via COPOM 798: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-16,Roubo,"Avenida Alberto Sarmento, 540 - Castelo",Inquérito Policial nº 877: Assalto a estabelecimento comercial. Encaminhado ao DP central.
2026-02-06,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 460 - Vila Itapura",Relatório de diligência 578: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-03,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 1428 - Barão Geraldo",Ocorrência registrada via COPOM 510: Localização de depósito de drogas após denúncia. Aguardando perícia técnica.
2026-02-15,Estelionato,"Avenida Anchieta, 21 - Centro",Ocorrência registrada via COPOM 673: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-19,Roubo,"Rua Sampaio Ferraz, 170 - Cambuí",Ocorrência registrada via COPOM 398: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-08,Furto,"Rua Maria Monteiro, 418 - Cambuí",Relatório de diligência 491: Furto de fiação elétrica noturno. Investigação em curso.
2026-02-09,Estelionato,"Avenida Alberto Sarmento, 791 - Castelo",Inquérito Policial nº 351: Golpe do falso bilhete premiado. Investigação em curso.
2026-02-07,Tráfico de Entorpecentes,"Rua Paula Bueno, 259 - Taquaral",Relatório de diligência 569: Apreensão de substâncias análogas à cocaína. Encaminhado ao DP central.
2026-02-04,Estelionato,"Avenida Andrade Neves, 1678 - Castelo",Relatório de diligência 293: Golpe do falso bilhete premiado. Encaminhado ao DP central.
2026-02-08,Roubo,"Avenida Heitor Penteado, 906 - Taquaral",Ocorrência registrada via COPOM 457: Roubo de carga em via arterial. Suspeito foragido.
2026-02-13,Furto,"Avenida Andrade Neves, 1742 - Castelo",Inquérito Policial nº 385: Subtração de pertences em residência sem arrombamento. Suspeito foragido.
2026-02-23,Estelionato,"Rua Barão de Itapura, 1150 - Guanabara",Relatório de diligência 700: Uso de documento falso para saque bancário. Aguardando perícia técnica.
2026-02-16,Furto,"Avenida Albino José Barbosa de Oliveira, 2182 - Barão Geraldo",Relatório de diligência 854: Objeto subtraído de interior de veículo. Aguardando perícia técnica.
2026-02-11,Tráfico de Entorpecentes,"Rua Barão de Itapura, 1822 - Guanabara",Inquérito Policial nº 774: Indivíduo detido em flagrante com entorpecentes. Encaminhado ao DP central.
2026-02-07,Roubo,"Avenida Albino José Barbosa de Oliveira, 141 - Barão Geraldo",Relatório de diligência 960: Vítima abordada por dois elementos em motocicleta. Aguardando perícia técnica.
2026-02-24,Furto,"Rua Paula Bueno, 1180 - Taquaral",Relatório de diligência 915: Objeto subtraído de interior de veículo. Aguardando perícia técnica.
2026-02-15,Roubo,"Rua Sampaio Ferraz, 409 - Cambuí",Auto de constatação 348: Roubo de carga em via arterial. Investigação em curso.
2026-02-06,Furto,"Avenida Anchieta, 877 - Centro",Ocorrência registrada via COPOM 592: Furto de fiação elétrica noturno. Investigação em curso.
2026-02-17,Estelionato,"Avenida Albino José Barbosa de Oliveira, 662 - Barão Geraldo",Auto de constatação 320: Uso de documento falso para saque bancário. Encaminhado ao DP central.
2026-02-03,Homicídio,"Rua Maria Monteiro, 202 - Cambuí",Auto de constatação 146: Confronto entre grupos rivais. Suspeito foragido.
2026-02-23,Roubo,"Avenida Francisco Glicério, 1039 - Centro",Relatório de diligência 409: Roubo de carga em via arterial. Encaminhado ao DP central.
2026-02-23,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 2442 - Taquaral",Inquérito Policial nº 637: Indivíduo detido em flagrante com entorpecentes. Encaminhado ao DP central.
2026-02-28,Furto,"Avenida Albino José Barbosa de Oliveira, 1272 - Barão Geraldo",Inquérito Policial nº 843: Objeto subtraído de interior de veículo. Encaminhado ao DP central.
2026-02-22,Tráfico de Entorpecentes,"Avenida Andrade Neves, 907 - Castelo",Ocorrência registrada via COPOM 829: Apreensão de substâncias análogas à cocaína. Investigação em curso.
2026-02-20,Tráfico de Entorpecentes,"Rua Maria Monteiro, 1094 - Cambuí",Ocorrência registrada via COPOM 759: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-11,Homicídio,"Rua Sampaio Ferraz, 278 - Cambuí",Relatório de diligência 512: Disparos de arma de fogo em via pública. Encaminhado ao DP central.
2026-02-27,Homicídio,"Rua Sampaio Ferraz, 538 - Cambuí",Inquérito Policial nº 246: Disparos de arma de fogo em via pública. Suspeito foragido.
2026-02-08,Furto,"Avenida Heitor Penteado, 921 - Taquaral",Relatório de diligência 169: Furto de fiação elétrica noturno. Aguardando perícia técnica.
2026-02-04,Homicídio,"Rua Coronel Quirino, 1016 - Cambuí",Inquérito Policial nº 689: Disparos de arma de fogo em via pública. Aguardando perícia técnica.
2026-02-05,Furto,"Avenida Brasil, 947 - Guanabara",Ocorrência registrada via COPOM 230: Objeto subtraído de interior de veículo. Aguardando perícia técnica.
2026-02-13,Furto,"Rua Paula Bueno, 500 - Taquaral",Inquérito Policial nº 864: Subtração de pertences em residência sem arrombamento. Encaminhado ao DP central.
2026-02-09,Tráfico de Entorpecentes,"Rua Coronel Quirino, 857 - Cambuí",Ocorrência registrada via COPOM 971: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-05,Tráfico de Entorpecentes,"Rua Paula Bueno, 1059 - Taquaral",Inquérito Policial nº 162: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-25,Estelionato,"Avenida Francisco Glicério, 1691 - Centro",Auto de constatação 332: Venda de terreno inexistente. Suspeito foragido.
2026-02-26,Roubo,"Rua Doutor Delfino Cintra, 574 - Vila Itapura",Auto de constatação 818: Subtração de veículo mediante ameaça. Encaminhado ao DP central.
2026-02-07,Roubo,"Rua Sampaio Ferraz, 90 - Cambuí",Ocorrência registrada via COPOM 418: Vítima abordada por dois elementos em motocicleta. Aguardando perícia técnica.
2026-02-04,Tráfico de Entorpecentes,"Rua Coronel Quirino, 946 - Cambuí",Relatório de diligência 221: Indivíduo detido em flagrante com entorpecentes. Encaminhado ao DP central.
2026-02-24,Homicídio,"Avenida Heitor Penteado, 668 - Taquaral",Auto de constatação 362: Crime passional com arma branca. Encaminhado ao DP central.
2026-02-13,Estelionato,"Rua Coronel Quirino, 1262 - Cambuí",Auto de constatação 518: Fraude em ambiente digital reportada. Encaminhado ao DP central.
2026-02-26,Homicídio,"Rua Doutor Delfino Cintra, 745 - Vila Itapura",Inquérito Policial nº 966: Confronto entre grupos rivais. Aguardando perícia técnica.
2026-02-11,Tráfico de Entorpecentes,"Avenida Francisco Glicério, 422 - Centro",Relatório de diligência 946: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
